source_id,image_use_id,fileId_short,x,y,width,height,candidate_group,boundary_decision,nearest_labels_for_search_only,review_note
S-141,IU-141,d913087434,15940.512,11685.769,734,482,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-143,IU-143,81cc0883ba,13895.652,11804.938,840,283,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-042: QC OUTSIDE REACT,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-144,IU-144,a6832a1bc1,10541.486,11811.118,927,352,r08a-queryclient-methods-filters-core,candidate-not-final,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-147,IU-147,8578a757ff,12515.539,11908.917,890,482,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-044: METHODS OF QC | L-046: get queries,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-149,IU-149,8c5f325354,17949.093,11959.316,536,463,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-151,IU-151,3b50c6200c,11624.18,12055.705,765,482,r08a-queryclient-methods-filters-core,candidate-not-final,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-153,IU-153,b9490025be,13878.286,12111.949,741,482,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-046: get queries | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-154,IU-154,32c48060b8,10534.517,12168.527,907,459,r08a-queryclient-methods-filters-core,candidate-not-final,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-155,IU-155,7580b14f8c,15926.153,12176.61,893,464,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-042: QC OUTSIDE REACT | L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-158,IU-158,d4dd4f4a1e,12480.873,12408.745,914,352,r08a-queryclient-methods-filters-core,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-058: CANCELOPTIONS | L-044: METHODS OF QC,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-160,IU-160,57e5d6a530,17913.838,12447.521,703,463,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-161,IU-161,53f93b6919,11623.094,12532.713,773,252,r08a-queryclient-methods-filters-core,candidate-not-final,L-043: QUERY FILTERS | L-044: METHODS OF QC | L-053: refetch type VS filters type of invalidate queries,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-164,IU-164,f514209027,10523.619,12647.224,956,481,r08a-queryclient-methods-filters-core,candidate-not-final,L-041: QUERYCLIENT | L-043: QUERY FILTERS | L-044: METHODS OF QC,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-167,IU-167,4fc2178dca,12503.705,12749.741,848,374,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-168,IU-168,2702832cda,11609.743,12815.509,727,363,r08a-queryclient-methods-filters-core,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-043: QUERY FILTERS | L-058: CANCELOPTIONS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-169,IU-169,4a083521f3,13834.559,12852.76,758,482,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-053: refetch type VS filters type of invalidate queries | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-058: CANCELOPTIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-170,IU-170,eb754a7f2d,17833.842,12931.662,832,383,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-173,IU-173,8840240941,10528.271,13142.572,845,482,r08a-queryclient-methods-filters-core,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-041: QUERYCLIENT | L-043: QUERY FILTERS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-175,IU-175,71e000a8c4,12488.038,13188.659,859,297,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-058: CANCELOPTIONS | L-053: refetch type VS filters type of invalidate queries | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-177,IU-177,3c56741074,11584.298,13216.213,831,299,r08a-queryclient-methods-filters-core,candidate-not-final,L-058: CANCELOPTIONS | L-053: refetch type VS filters type of invalidate queries | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-178,IU-178,511b7bdef1,13832.142,13336.776,795,482,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-179,IU-179,d8da9f8d84,17848.935,13337.778,816,463,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-042: QC OUTSIDE REACT,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-182,IU-182,1b495c7744,12499.282,13495.356,641,423,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-053: refetch type VS filters type of invalidate queries,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-183,IU-183,27e50ec60e,11583.743,13531.676,653,127,r08a-queryclient-methods-filters-core,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-184,IU-184,39529d4e6d,10533.13,13652.668,795,482,already-processed-r07-overlap,excluded-from-r08-transcript,L-067: RESUMEPAUSED MUTATIONS | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,Do not include in R08 transcript; already corrected in R07 v004.
S-185,IU-185,625ee2c8c4,11548.018,13692.742,796,482,r08a-queryclient-methods-filters-core,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-187,IU-187,5e6930a90d,17779.419,13817.996,787,317,r08c-queryclient-outside-react-and-shape-discipline,candidate-not-final,L-050: may try to design some abstractions that will ensure that some keys have some specific form | L-040: setqueriesdata olddatashape | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN,"Candidate for later R08 pass: QueryClient outside React, setQueriesData oldData shape, centralized keys."
S-190,IU-190,11e2c7d93f,12486.784,13913.738,724,423,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-058: CANCELOPTIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-066: GETQUERYCACHE GET MUTATIONCACHE,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-191,IU-191,5bec075fe3,14592.169,13983.241,730,430,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-058: CANCELOPTIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-193,IU-193,9625ff3c1f,13437.574,14051.747,1070,482,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-058: CANCELOPTIONS | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-194,IU-194,6401d2ad9e,10550.424,14157.811,873,482,r08d-low-level-cache-resume-paused-candidate,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-066: GETQUERYCACHE GET MUTATIONCACHE | L-058: CANCELOPTIONS,Possible low-level QueryClient / cache / resumePausedMutations continuation; keep pending for later R08D or nearby block review.
S-197,IU-197,75a0c9e06f,12468.563,14353.707,847,254,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-058: CANCELOPTIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-198,IU-198,f128bccab6,14597.725,14424.241,740,308,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-066: GETQUERYCACHE GET MUTATIONCACHE,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-200,IU-200,6ce7aeccdc,13441.259,14563.355,956,411,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-058: CANCELOPTIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-204,IU-204,a00c2c49ff,12459.893,14618.53,630,423,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-067: RESUMEPAUSED MUTATIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-206,IU-206,8ef8d853c6,10552.235,14647.467,693,287,r08a-queryclient-methods-filters-core,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-066: GETQUERYCACHE GET MUTATIONCACHE | L-058: CANCELOPTIONS,"Candidate for first R08 transcript pass: QueryClient basics, QueryFilters, invalidate/set/get/remove/prefetch/refetch basics."
S-207,IU-207,55a51e51f4,14587.95,14757.527,659,430,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-212,IU-212,13b08c1aea,12460.42,15057.887,809,317,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-067: RESUMEPAUSED MUTATIONS | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-216,IU-216,97e37315a6,13507.599,15259.311,805,391,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS | L-058: CANCELOPTIONS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-219,IU-219,850109ec0c,14604.497,15302.046,940,376,r08b-refetch-cancel-options-and-cache-helpers,candidate-not-final,L-066: GETQUERYCACHE GET MUTATIONCACHE | L-057: CANCELQUERIES IN OPTIMISTIC UPDATES PATTERN | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,"Candidate for later R08 pass: refetch filters, cancel options, optimistic update helpers, getQueryCache/getMutationCache."
S-221,IU-221,e79f52ad22,11484.46,15438.655,815,482,r08d-low-level-cache-resume-paused-candidate,candidate-not-final,L-067: RESUMEPAUSED MUTATIONS | L-066: GETQUERYCACHE GET MUTATIONCACHE | L-061: JUST SET SILENT ABD REVERT TRUE ALWAYS,Possible low-level QueryClient / cache / resumePausedMutations continuation; keep pending for later R08D or nearby block review.
