source_id,image_use_id,fileId_short,stage0_group,stage1_region,status,theme,transcript,notes
S-016,IU-016,48e980e6ca,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,4. Other encodings also exist.,"4. Other encodings also exist.

Visible examples:
- Encoding.ASCII
- Encoding.Unicode
- Encoding.UTF32
- Encoding.Latin1

But note:
- In most modern code, UTF-8 is what you want.

Meaning:
The `Encoding` class supports many encodings, but UTF-8 should be the default mental model unless interoperating with a legacy format/protocol.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-017,IU-017,809ebac342,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,C. New span API for decoded chars.,"C. New span API for decoded chars.

Visible:
- `ReadOnlySpan<byte>` input.
- `Span<char>` output.
- `Encoding.UTF8.GetChars(inputBytes, charBuffer);`

Meaning:
Use the span overload when you already have spans or want to write into a caller-provided char buffer without unnecessary allocations.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-018,IU-018,0c70d45b4f,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,5. Example with non-ASCII.,"5. Example with non-ASCII.

Visible:
- `string original = ""é"";`
- UTF-8 bytes are multi-byte.
- `Encoding.UTF8.GetString(bytes)` restores the original string.

Meaning:
UTF-8 uses multiple bytes for many non-ASCII characters. Character count and byte count are not the same.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-019,IU-019,9437f2e2d7,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,6. If you only want part of the byte array.,"6. If you only want part of the byte array.

Visible:
- There are overloads for offset/count.
- Example decodes only a slice of a byte array.

Meaning:
If a byte array has extra bytes before or after the intended text segment, do not decode the whole array. Use index/count or a sliced span.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-021,IU-021,5787d89720,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,7. Span-based APIs in newer .NET.,"7. Span-based APIs in newer .NET.

Visible:
Modern .NET also has span-based APIs:
- `ReadOnlySpan<byte>`
- `Span<char>`
- `ReadOnlySpan<char>`
- `Span<byte>`

Meaning:
Span overloads are the modern way to avoid extra allocations and to integrate with pooled buffers or stackalloc buffers.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-022,IU-022,41361cc29f,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,The practical difference.,"The practical difference.

Visible note:
- `GetCharCount` gives exactly how many chars are required for this source.
- `GetMaxCharCount` gives an upper bound based on maximum possible expansion, often larger than needed.

Meaning:
Use exact count when possible. Use max count only when you need a safe preallocation without first scanning/decoding the exact source.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-025,IU-025,e600d57a46,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,Example: incomplete/partial byte sequences can affect counts.,"Example: incomplete/partial byte sequences can affect counts.

Visible code shows a byte array with UTF-8 bytes where a multi-byte character may be split.

Meaning:
With UTF-8, a single character can span multiple bytes. Counting/decoding must consider whether the byte sequence is complete, especially in streaming/chunk scenarios.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-026,IU-026,e9b4e4b776,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,8. Encoder / Decoder objects also exist.,"8. Encoder / Decoder objects also exist.

Visible:
- `Encoding.UTF8.GetEncoder()`
- `Encoding.UTF8.GetDecoder()`
- They preserve state for streaming/chunked processing.

Meaning:
Use Encoder/Decoder when a conversion happens in chunks and characters/byte sequences can cross chunk boundaries.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-028,IU-028,3f76d6f6be,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,Performance tradeoff.,"Performance tradeoff.

Visible notes:
- `GetMaxCharCount` generally gives a safe maximum and may allocate more memory.
- `GetCharCount` computes the exact number and may scan more work first.
- Microsoft docs mark the max-count methods as giving the maximum number of characters/bytes.

Meaning:
For simple conversions, convenience overloads are fine. For hot paths, choose between exact pre-counting and safe over-allocation intentionally.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-030,IU-030,3146da568f,ENC-R01-basics-getstring-getbytes-getchars-counts,ENC-R01,verified-visible-semantic-transcript,9. Practical rule.,"9. Practical rule.

Visible:
Most common:
- `Encoding.UTF8.GetString(bytes)`
- `Encoding.UTF8.GetBytes(text)`

More advanced / chunked processing:
- `Encoding.UTF8.GetDecoder()`
- `Encoding.UTF8.GetEncoder()`

Meaning:
Use the simple methods for complete data. Use stateful Encoder/Decoder for streaming/chunked data.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
