source_id,image_use_id,asset_sha1,x,y,width,height,region,coverage_status,decision_is_final,must_recheck_before_close,nearest_labels_for_search_only,review_notes
S-030,IU-030,251c0a0fa3206194c3e7aaa7498559d378573b8a,5426.423303924557,5168.158491802729,1035.0,317.0,R02,processed-stage4-r02,yes,no,"T-103:one key, different | T-104:tags for different entry values by condition? | T-105:setting this shit manually? | T-102:get bytes too | T-100:are ioutputcachestore methods to read/write",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-031,IU-031,709b1c5161aaee218a6078e8e64b43f511f4d70c,5386.423303924557,5528.991743755854,1059.0,262.0,R02,processed-stage4-r02,yes,no,T-005:varybyvalue | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-045:setcachekeyprefix,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-032,IU-032,1a7d5e2e46b4653a6428352e893ea9e6f35feab9,5338.08992990112,5834.158491802729,993.0,337.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-028:the difference is more logical/semantic,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-033,IU-033,1a7d5e2e46b4653a6428352e893ea9e6f35feab9,5382.089807830807,6260.825117779292,993.0,337.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-027:!!!,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-034,IU-034,489d20ef1400555841d97f46df10ef5c1212707e,5356.75643380737,6642.991743755854,1001.0,274.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-035,IU-035,9a26c3f95347079339d41d3e2e93f9505130b670,5372.256555877682,6969.658491802729,954.0,346.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-036,IU-036,f7e6224120d036040fdc402543ce5109e018e7be,5354.923181854245,7434.991865826167,986.0,378.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-037,IU-037,cf38063bcb6a6f5b1fe7f4afbcd80e7bc596acf7,5341.923181854245,7827.9918047910105,1020.0,400.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-006:varybyvalue vs with | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-038,IU-038,bf43591f446f7283d52f60bfaa405c1954f6ee7c,5400.589197479247,1038.3256976132761,1076.0,382.0,R02,processed-stage4-r02,yes,no,T-012:addPolicy overloads | T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-039,IU-039,b45ed0c7e8032a7beea9775bb9623637f2a295c4,5392.755945526122,1457.9923846249949,1065.0,404.0,R02,processed-stage4-r02,yes,no,T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-012:addPolicy overloads | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-040,IU-040,36fbd3f4c81f80fe3646162a1d13c4f07ca0d9c1,5388.589319549559,1874.6590716367136,1012.0,352.0,R02,processed-stage4-r02,yes,no,T-015:outputcachepolicybuilder operations | T-016:(not custom policy) | T-012:addPolicy overloads | T-100:are ioutputcachestore methods to read/write | T-101:usable in app code?,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-041,IU-041,a25cc39901b51913e93aa7208090897b07bd736b,11239.636342777794,7949.230072962047,988.0,236.0,R03,processed-stage4-r03,yes,no,"T-017:custom policy vs fluent builder | T-025:responsetime | T-053:cachevaryvyrules.querykeys = ""*"" | T-013:outputcachecontext props | T-014:(of custom policy)",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-042,IU-042,01ff821a9e144a9d8b40adc6c9c3b6aed050460d,11221.313487947271,7458.073822962047,958.0,482.0,R03,processed-stage4-r03,yes,no,T-017:custom policy vs fluent builder | T-025:responsetime | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults?,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-043,IU-043,eb07299853ff5bf75d41af088f42eff3103d49c8,11203.335107871044,6974.073822962047,981.0,482.0,R03,processed-stage4-r03,yes,no,T-017:custom policy vs fluent builder | T-025:responsetime | T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults?,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-044,IU-044,29f66e60fbc686734d72fa17afb03112c217ef93,11211.331540182928,6488.740509973767,882.0,482.0,R03,processed-stage4-r03,yes,no,T-013:outputcachecontext props | T-014:(of custom policy) | T-025:responsetime | T-048:can we rely on some custom policy defaults? | T-017:custom policy vs fluent builder,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-045,IU-045,1130ee6807ed0aec308f78eb6a3bf713ed3e5d5c,11186.136342777794,6048.896759973767,991.0,402.0,R03,processed-stage4-r03,yes,no,T-013:outputcachecontext props | T-014:(of custom policy) | T-048:can we rely on some custom policy defaults? | T-025:responsetime | T-052:custom,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-046,IU-046,ecfdb52dd14ac7bdf2b1948201a333a7e07d3177,3882.0381016485753,7363.732113852544,720.0,482.0,R02,processed-stage4-r02,yes,no,T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-005:varybyvalue | T-006:varybyvalue vs with,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-047,IU-047,cccd60a54b465fa027879f3237dfbb9c74696fc2,3742.6640943976436,7876.758779434145,996.0,277.0,R02,processed-stage4-r02,yes,no,T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-048,IU-048,4df041a2deabb9ae2b4af985a95001b019a45d12,3757.775205508755,8125.240102676336,1028.0,263.0,R02,processed-stage4-r02,yes,no,T-006:varybyvalue vs with | T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-049,IU-049,304616b2775da876119a8c2b733fa07dade2d2d2,3625.793543182366,8725.943919408106,1049.0,469.0,R02,processed-stage4-r02,yes,no,T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-050,IU-050,2229eb49ec005189d569d97efa98fb2a7a53769f,3603.793543182366,9209.814334989704,1013.0,242.0,R02,processed-stage4-r02,yes,no,T-010:with can use ctx to create rule whether endpoint should be allowed to return cache (whether policy | T-011:should be applied) | T-006:varybyvalue vs with | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-051,IU-051,7987a8b16681998f9f0097f028f5af33f962cad1,2599.929796723807,7368.48073705822,747.0,301.0,R02,processed-stage4-r02,yes,no,T-005:varybyvalue | T-007:allows multiple variants of cache response (like any vary) | T-008:depending on the result of callback or not callback | T-009:and we can use ctx to create rule | T-027:!!!,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-052,IU-052,c69949aa41bd5d118800fe98ad5fe17e4555cf73,9067.410109716031,6092.538816911082,859.0,482.0,R03,processed-stage4-r03,yes,no,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-053,IU-053,40eec693ae73cb48ae778c755e652b23a94dd45e,9084.004154183891,6614.694990617144,409.0,114.0,R03,processed-stage4-r03,yes,no,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-054,IU-054,2e8dbc41e1e73f0d29c49d583795117b6133a743,9078.433991933996,6770.538816911088,837.0,482.0,R03,processed-stage4-r03,yes,no,T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs | T-023:allowcachelookup,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-055,IU-055,ea6001b730cd71a93fb93ac4c6f3e15f82ee757f,9068.183011875833,7265.538816911088,867.0,482.0,R03,processed-stage4-r03,yes,no,T-017:custom policy vs fluent builder | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-056,IU-056,58a59901691e992fc28e43e81bad586ecafcb2d6,9045.004001596,7779.36170814644,927.0,438.0,R03,processed-stage4-r03,yes,no,T-017:custom policy vs fluent builder | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage | T-022:vs,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-057,IU-057,8d6ce30074f05c137748d48884da689c4f7a2663,9053.17132947686,8217.861937028276,1004.0,331.0,R03,processed-stage4-r03,yes,no,T-017:custom policy vs fluent builder | T-078:respect cachcontrol maxage 0 | T-019:enableoutputcaching | T-020:vs | T-021:allowcachestorage,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-058,IU-058,a77012978e039e62f8801377a2709c0453c7d31e,12908.332430716853,6880.2292920930695,1076.0,424.0,R03,processed-stage4-r03,yes,no,"T-025:responsetime | T-026:when populated | T-053:cachevaryvyrules.querykeys = ""*"" | T-048:can we rely on some custom policy defaults? | T-052:custom",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-059,IU-059,2036c6453ca80325fb4ff2e6038f0bcdd60bc860,12885.498843070369,7317.7292920930695,975.0,369.0,R03,processed-stage4-r03,yes,no,"T-025:responsetime | T-053:cachevaryvyrules.querykeys = ""*"" | T-026:when populated | T-048:can we rely on some custom policy defaults? | T-052:custom",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-060,IU-060,6836c2f83f80ddc278535bd2e7f5e02045d0e93d,12916.665560599666,7708.229368387015,1066.0,308.0,R03,processed-stage4-r03,yes,no,"T-053:cachevaryvyrules.querykeys = ""*"" | T-025:responsetime | T-026:when populated | T-048:can we rely on some custom policy defaults? | T-054:decide whether you want to",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-061,IU-061,61f354f13ee821a9e7325958e6ac304faddaa6ea,12900.49899565826,8043.729368387015,1085.0,307.0,R03,processed-stage4-r03,yes,no,"T-053:cachevaryvyrules.querykeys = ""*"" | T-025:responsetime | T-026:when populated | T-054:decide whether you want to | T-055:serve the current cached response",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-062,IU-062,632cbdc33643b59e053c8c0ce77dfb8ccc4c6641,3453.6197703632242,3096.343771988457,996.0,229.0,R02,processed-stage4-r02,yes,no,"T-034:start policy building from | T-035:cache,extend default policy | T-036:defaults of default policy(cache()) | T-015:outputcachepolicybuilder operations | T-016:(not custom policy)",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-063,IU-063,96fecb6d1eda9be489ea9ce857d61fd46a33f98a,3431.7678280889195,3323.7326608773474,1016.0,352.0,R02,processed-stage4-r02,yes,no,"T-036:defaults of default policy(cache()) | T-034:start policy building from | T-035:cache,extend default policy | T-015:outputcachepolicybuilder operations | T-016:(not custom policy)",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-064,IU-064,39ed6a7bc708c17e7b950ac0519f6acc563b95e0,3477.1675492648246,3925.968232117968,807.0,192.0,R02,processed-stage4-r02,yes,no,"T-036:defaults of default policy(cache()) | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-034:start policy building from | T-035:cache,extend default policy",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-065,IU-065,b6c2ed0d22d96d01ef4c2e40df760310dd4245ec,3495.3341650688617,4093.579292366452,874.0,214.0,R02,processed-stage4-r02,yes,no,"T-036:defaults of default policy(cache()) | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-034:start policy building from | T-035:cache,extend default policy",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-066,IU-066,5a1b27d25b000789f78acbe2899872f9b6fc68ea,3482.5379139837914,4317.579292366452,947.0,166.0,R02,processed-stage4-r02,yes,no,"T-045:setcachekeyprefix | T-046:vs varybyvalue | T-036:defaults of default policy(cache()) | T-034:start policy building from | T-035:cache,extend default policy",Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-067,IU-067,0981d89bacad5fb149e821cff91b74cb3b133527,1771.7540312185356,2449.3149480554675,789.0,140.0,R02,processed-stage4-r02,yes,no,T-042:app services | T-041:usecasesensitivepaths | T-040:sizelilmit | T-039:maximumbodysize | T-031:both setvarybyroutevalue,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-068,IU-068,d25386238b995e1a37f5ac1eed4c47f80dcafa43,1709.5105758417176,498.8300689099233,1018.0,392.0,R02,processed-stage4-r02,yes,no,T-038:defaultexpiratointimespan | T-039:maximumbodysize | T-040:sizelilmit | T-041:usecasesensitivepaths | T-037:middlewares options,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-069,IU-069,0a1dc7d041a877765ee53444df9437571d3bd5be,1761.9708949974574,1418.9015824946073,897.0,148.0,R02,processed-stage4-r02,yes,no,T-040:sizelilmit | T-039:maximumbodysize | T-041:usecasesensitivepaths | T-038:defaultexpiratointimespan | T-042:app services,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-070,IU-070,4b9ee76bc00e9268a22e169f120c4ffe1a9161f2,1745.0078263532505,1044.0391385403818,864.0,171.0,R02,processed-stage4-r02,yes,no,T-039:maximumbodysize | T-038:defaultexpiratointimespan | T-040:sizelilmit | T-041:usecasesensitivepaths | T-042:app services,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-071,IU-071,775cc56b18667aa99c246c9d698031c85f4d0443,1764.796264453913,1729.340650395734,935.0,145.0,R02,processed-stage4-r02,yes,no,T-040:sizelilmit | T-041:usecasesensitivepaths | T-042:app services | T-039:maximumbodysize | T-038:defaultexpiratointimespan,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-072,IU-072,f1c42f62dbdbe0d73a07611df7778682e79a3e51,1782.9628904304755,2068.2771728644257,864.0,155.0,R02,processed-stage4-r02,yes,no,T-042:app services | T-041:usecasesensitivepaths | T-040:sizelilmit | T-039:maximumbodysize | T-038:defaultexpiratointimespan,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-073,IU-073,a3c61d93a44bdcc55481e3fb38f9ca03f3d734d6,641.131084993598,3164.4094288435845,995.0,455.0,R02,processed-stage4-r02,yes,no,T-031:both setvarybyroutevalue | T-032:and setvarybyhost | T-033:do nothing | T-043:defaults without some | T-044:policy method,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-074,IU-074,0ba72d9a30e1bebe732366f9958602b437244e27,3246.20524123635,4827.647567413998,854.0,482.0,R02,processed-stage4-r02,yes,no,T-045:setcachekeyprefix | T-046:vs varybyvalue | T-028:the difference is more logical/semantic | T-036:defaults of default policy(cache()) | T-027:!!!,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-075,IU-075,4fa8e46135c82756d9233d031d799c77170d83d8,3251.705129357437,5328.137191437436,976.0,468.0,R02,processed-stage4-r02,yes,no,T-028:the difference is more logical/semantic | T-045:setcachekeyprefix | T-046:vs varybyvalue | T-027:!!! | T-005:varybyvalue,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-076,IU-076,d12c27023c16db86e57d722c550dd8626bce5ebb,3253.125714604439,5821.010928811174,772.0,141.0,R02,processed-stage4-r02,yes,no,T-028:the difference is more logical/semantic | T-027:!!! | T-005:varybyvalue | T-045:setcachekeyprefix | T-046:vs varybyvalue,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
S-077,IU-077,799c58a0b3de5f519638c9f11dc0dc85ca1b84f1,776.2060136321252,6303.991069203356,991.0,451.0,R02,processed-stage4-r02,yes,no,T-049:varybyquery | T-050:default | T-051:vs not default(ignore some keys) | T-027:!!! | T-028:the difference is more logical/semantic,Visually and semantically reviewed in Stage4 contact-sheet pass; included in region transcript.
