text_id,text,x,y,candidate_region,candidate_region_name,status,notes
T-032,what it prevents,2638.273815607739,7618.125602501027,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-033,schemabinding rules,3800.4959021962804,7622.569979128631,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-034,indexed views require,2631.001088335012,8609.640717025175,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-035,it,2631.001088335012,8727.974050358509,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-036,indexed views require,4954.334523393605,7462.974030013457,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-037,COUNT BIG for grouping,4954.334523393605,7581.307363346791,VIV04,SCHEMABINDING and indexed-view requirements/rules,region-context-label,Text label is canvas context; not an image source.
T-038,Clustered index first,3058.586268923828,5428.065689376457,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
T-039,flow when source row,4241.635708078126,5272.936019368982,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
T-040,changes/writes cost,4241.635708078126,5391.269352702316,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
T-041,indexed view cost,7081.839799837741,5450.632585488035,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
T-042,why clustered index,5702.724502820975,5416.228947525066,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
T-043,at first,5702.724502820975,5534.5622808584,VIV03,"Indexed views fundamentals, materialization, clustered index and write cost",region-context-label,Text label is canvas context; not an image source.
