text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-019,sliding window?,5388.9885427860945,693.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-020,1 check all windows for presence of not finded combs?,5388.9885427860945,718.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-021,"w: iterate whole input with sw, check each window for",5388.9885427860945,743.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-022,"each comb in not founded combs, discard founded combs",5388.9885427860945,768.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-023,2 process the input and put it,5388.9885427860945,818.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-024,into hashtable with el length of k and check for all,5388.9885427860945,843.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-025,not founded combs?,5388.9885427860945,868.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-026,"work: iterate whole input with s w, iterate combs and check for each",5388.9885427860945,893.7091030793232,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-027,need to find sit when we dont need to check,5348.799135110791,1019.722116897297,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-028,1,5337.702397163657,1092.6759862022502,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-029,01002,5694.59610377216,255.7788971864935,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-030,010 100 002,5689.517388304773,297.49412246091964,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-031,hs400  10 400 no discard if not found ->false,6191.485853536962,299.48265290476724,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-032,hs1000 400 max1000 no discard -> if not found false,6191.485853536962,324.48265290476724,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-033,hs400 10 maxx5 with discard -> if found hs5remove,6191.485853536962,349.48265290476724,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-034,hs1000 400 maxx1000 with discard v-> if found hs1000remove,6191.485853536962,374.48265290476724,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-035,00 01 11 10,5633.653860786735,602.5518072627082,R01,closed,01-transcript-R01-problem-statement-brute-force-and-recursion-smell.md,06-full-combined-final-transcript.md
T-036,need to downgrade implementation to fucking ground suka,4094.1441344851005,4533.5281258446,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-037,Ask: what can cause any issue/resources being wasted?,4094.1441344851005,4558.5281258446,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-038,Can you get rid of it completely and leave just a number or count or anything?,4094.1441344851005,4583.5281258446,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-039,so here we can avoid,4870.71723439322,5039.416002603571,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-040,further processing,4870.71723439322,5064.416002603571,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-041,pattern : if there is a situation when we can have all needed combinations,4182.136980011712,4707.728003055232,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-042,or their count and can collect distinct combinations in hashtable - we can just compare,4182.136980011712,4732.728003055232,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-043,numbers,4182.136980011712,4757.728003055232,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-044,could have come to this solution here,5139.802874390953,4716.633878606147,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-045,what is inside of hashset,5797.841396963812,5076.535814237151,R02,closed,02-transcript-R02-reducing-the-problem-to-counts-and-distinct-windows.md,06-full-combined-final-transcript.md
T-046,WITH BITS,4225.708845996992,5467.314791713745,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-047,SHIFT BY ONE TO <<,3460.673292782493,6225.796069309486,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-048,001 << 1,3439.813701981792,6312.5280521124005,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-049,010,3439.813701981792,6337.5280521124005,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-050,ADD BIT,3474.945644382972,6406.945147315574,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-051,010 | S[I] WHERE S[I]==1,3474.945644382972,6431.945147315574,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-052,011,3474.945644382972,6456.945147315574,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-053,1101 & 0111 (111),3528.0182458120485,7172.780568670655,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-054,101,3528.0182458120485,7197.780568670655,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-055,SO WE HAVE SLIDING WINDOW,3474.2148632384465,7373.36075087319,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-056,WE DO THIS BECAUSE WE HAVE ARRAY OF CHARS HERE (STRING),4890.124019198083,5542.219946187963,R04,closed,04-transcript-R04-bitwise-sliding-window-encoding.md,06-full-combined-final-transcript.md
T-057,array of bools vs hashset,387.8633932567436,5067.952148912831,R03,closed,03-transcript-R03-boolean-array-versus-hashset-occurrence-tracking.md,06-full-combined-final-transcript.md
T-058,to check occurencies,387.8633932567436,5186.2855076774795,R03,closed,03-transcript-R03-boolean-array-versus-hashset-occurrence-tracking.md,06-full-combined-final-transcript.md
T-059,mask explaination,3920.5909669729044,8009.783087878905,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-060,how we can limit window,3920.5909669729044,8143.11640849658,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-061,need mask need -1 so we can add,4979.771349523198,8621.464809402862,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-062,new bit and get needed length,4979.771349523198,8646.562020547073,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-063,classic convertion to int from char,5085.95219823689,8962.529875494165,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-064,so when we need to keep 3 bits window,3585.8560349886075,8463.453905312137,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-065,we put 1 3 times and then we do -1,3585.8560349886075,8513.64832760056,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-066,so 111 will be 011,3585.8560349886075,8538.745538744772,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-067,and its true for every count of pushes,3585.8560349886075,8588.939961033193,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-068,with 4 1111 -1 = 0111,3585.8560349886075,8664.231594465828,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-069,with 5 11111 -1 = 01111,3585.8560349886075,8689.32880561004,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
T-070,1 << 0 by the way is 01,4974.3446445460095,8369.62949750719,R05,closed,05-transcript-R05-mask-construction-and-fixed-width-bit-window.md,06-full-combined-final-transcript.md
