item_type,item_id,secondary_id,sha256,region_id,status,restored,assignment_count,evidence
svg_text_node,T-008,,2bc3f85747eec6316b69def4181908cd15e3959a8c2754b57e8cd9c8733c3110,R02,processed,False,1,Passing token from linked source
svg_text_node,T-009,,1342eaa91d51f1289f00aef69fca9847c44a70baffc998b3a194f8f743c23dbd,R02,processed,False,1,!!!!!!! you are subscribing
svg_text_node,T-010,,31121a774c73607634cdf9c8588e471869d5166f8d5769675fcef2cb068ccd3b,R02,processed,False,1,new token source
svg_text_node,T-011,,4b116136814de0929fb6aee537a6948189141bb2e17f4cfc67d42c7e54d88359,R02,processed,False,1,to 2 tokens
svg_text_node,T-012,,651b428512255c5dfd8088690ca6cdece86974e1d49289ae4896b1d140879732,R02,processed,False,1,so produces by this source
svg_text_node,T-013,,7c4e0147b6b5aea14c5b34877dafa629fc91d476c1f018a567cc9e9e17bc1637,R02,processed,False,1,tokens will be cancelled on
svg_text_node,T-014,,6d6cd9cb430a89ea7cc0322ab67d21b20a829cb48641369ade01eb22f4d93858,R02,processed,False,1,either of 2 tokens
svg_text_node,T-015,,a498144f47d24b74a398b488666d365b2db50625b2759f8acc66063164559d02,R02,processed,False,1,being cancelled
svg_text_node,T-016,,1ac19908a64064ffa42e491e50e87b44eafeb59411be756a8ec2aed969813499,R02,processed,False,1,createlinkedtokensource
svg_text_node,T-017,,442b8f2922b713f2ebaaf445647ae68539636befb123645328770afd70014da8,R02,processed,False,1,linkedtokensource
svg_text_node,T-018,,ddad44b39d9602b8f2ae782f26a2eaa0737fb27136e52a05cfb6b719dd56c056,R04,processed,False,1,cancellation for
svg_text_node,T-019,,13371da9b89ce0ddb40e6fc5c2e51ce915c2aa44cd1cfa9f58a3488b3932dd1e,R04,processed,False,1,"disconnect,abotrion"
svg_text_node,T-020,,e315da8aa4cef36863fc72669d5e1302c7ae7df7b1819040b6f8f3ca2a4a41ae,R03,processed,False,1,cpu bound
svg_text_node,T-021,,abd4861148109e739a7eb4f059e58ad25042c156111a6b82ab982ae8853cf56e,R03,processed,False,1,manual cancellatoin
svg_text_node,T-022,,479c310f81383138b9cd50294e47e04757092709f91013812f1f1de63f5b4ea6,R03,processed,False,1,throwifcancrequested
svg_text_node,T-023,,c8bb528ae6616daa1de9086934b84a5d0f1ad235355efb4374d62f614e3364b2,R04,processed,False,1,let it bubble for
svg_text_node,T-024,,4f935a0f03deea2fa71a98679eebce744bf19bd38379dece9d64ccc92a167834,R04,processed,False,1,disconnect
svg_text_node,T-025,,b10097e46b37ca4060c0b8f191d5c4d66eba9e497d1e0676e0ab64b97bb5e19a,R04,processed,False,1,dont catch
svg_text_node,T-026,,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R05,processed,False,1,!!!
svg_text_node,T-027,,09341676bd9bf4d0c95ff32dd75900edf7b17f042dbc473981d769fd7c111544,R05,processed,False,1,Handling exceptions in async code
svg_text_node,T-028,,cfac235b4d41a250b362ecef1c9a55b3871c2216a67af994dd9ecc65dff0ba87,R05,processed,False,1,Old async issues
svg_text_node,T-029,,13e7e6452c48534e26675045ea7b512f7f5b8cc82790788dc425f56cc43d7282,R05,processed,False,1,Now just
svg_text_node,T-030,,20d6d48e9b74b1300ecd511c04b8ef5287e54567a2cd71252d1c3309076c7895,R05,processed,False,1,occures when call throwifcancellationrequested
svg_text_node,T-031,,876be54e87a51f1796609c0afbfc376bb0330e6734796d1ec9a29739a4e3ba45,R05,processed,False,1,occurs when task cancelled regularly(?)
svg_text_node,T-032,,74697891c2046d675dd675dc069f32d69b677a07df4f8ca332fda0509c63e6f9,R05,processed,False,1,OperationCancelledException covers both types
svg_text_node,T-033,,194c83009770d2fdbe512bfce326d805d8db7a7defb8f5e0e4efe2d695b536d7,R05,processed,False,1,EXCEPTIONS
svg_text_node,T-034,,0e127cc96882525707bab20dec47fac2dacbbf3ef0cc504fd9822ee005407f6a,R02,processed,False,1,how to know what caused
svg_text_node,T-035,,80812d7992dd498c03bbb6b797f4ac179be160f921c462b0b8a4a9bd1ca3b4be,R02,processed,False,1,cancellation
svg_text_node,T-036,,838074b87b954a93ad9874b804c3d5aa53db1e46925b8101031f4cd561db9563,R02,processed,False,1,when have linkedtokensource
svg_text_node,T-037,,1ac19908a64064ffa42e491e50e87b44eafeb59411be756a8ec2aed969813499,R02,processed,False,1,createlinkedtokensource
