source_id,image_use_id,fileId_short,candidate_region,x,y,width,height,status,final_region,processing_stage,nearest_labels,notes
S-011,IU-011,c0513e3528,R01,1954.1382805572139,1275.7598898053493,947.0,482.0,unprocessed-stage0-checklist,,,"filters | _____ | filters vs middleware and | theor | <---ASYNC FILTERS | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-012,IU-012,f56802ef52,R01,4846.292734260693,1305.724286612216,830.0,482.0,unprocessed-stage0-checklist,,,ordering | marking exception as | handled to stop propagation | filters | _____ | filters vs middleware and | theor | how to get services from httpcontext | but here you also can do async things | exception filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-013,IU-013,6efe57001d,R01,6957.689601777739,1339.2658536052659,957.0,345.0,unprocessed-stage0-checklist,,,marking exception as | handled to stop propagation | exception filter | ordering | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | invalidmodstrespfac with | middleware and filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-014,IU-014,0f7884b709,R01,13035.871357194788,1368.185888283082,1029.0,417.0,unprocessed-stage0-checklist,,,result after exec vs | resource after action | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | example | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | exception middleware can,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-015,IU-015,1cc804b3f7,R01,10.0,1702.1806159091211,945.0,411.0,unprocessed-stage0-checklist,,,"<---ASYNC FILTERS | filters | _____ | filters vs middleware and | theor | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | how to get services from httpcontext",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-016,IU-016,defbd72d13,R01,8019.330764977871,1753.7147239411806,997.0,461.0,unprocessed-stage0-checklist,,,why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | marking exception as | handled to stop propagation | exception filter | return viewresult error page | example,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-017,IU-017,765d576f20,R01,1934.0531552874681,1801.8235698183653,1041.0,325.0,unprocessed-stage0-checklist,,,"filters | _____ | filters vs middleware and | theor | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | <---ASYNC FILTERS | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-018,IU-018,67d8bef193,R01,13031.723279124042,1816.797004480457,1011.0,360.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | checking if rout is from api | or controller | example | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-019,IU-019,7c9446a599,R01,4819.682456765047,1837.0095523341497,933.0,482.0,unprocessed-stage0-checklist,,,ordering | how to get services from httpcontext | but here you also can do async things | marking exception as | handled to stop propagation | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-020,IU-020,ff821c3f6c,R01,6993.965819128407,1868.9880564512423,837.0,430.0,unprocessed-stage0-checklist,,,marking exception as | handled to stop propagation | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | invalidmodstrespfac with | middleware and filter | exception filter | return viewresult error page,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-021,IU-021,3a68e8982d,R01,1844.4757475482775,2147.751066378407,624.0,430.0,unprocessed-stage0-checklist,,,"DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!! | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | filters | _____ | filters vs middleware and | theor | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-022,IU-022,7b22815b4e,R01,2496.3347760830875,2179.968972506038,863.0,366.0,unprocessed-stage0-checklist,,,"DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | !!! | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | filters | _____ | filters vs middleware and | theor",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-023,IU-023,4788bb24a6,R01,8034.2198166271755,2229.8997079363853,953.0,311.0,unprocessed-stage0-checklist,,,why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | return viewresult error page | invalidmodstrespfac with | middleware and filter | marking exception as | handled to stop propagation | exception filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-024,IU-024,2476abba71,R01,13011.889996653339,2238.1303632451054,1004.0,454.0,unprocessed-stage0-checklist,,,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | checking if rout is from api | or controller | why we cant use exc filters | to catch exceptions from auth filters | exception middleware can | example,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-025,IU-025,b817164278,R01,6984.0143524055275,2308.9880564512496,766.0,430.0,unprocessed-stage0-checklist,,,invalidmodstrespfac with | middleware and filter | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | marking exception as | handled to stop propagation | exception filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-026,IU-026,c2ded63999,R01,4843.625265138742,2396.279017398183,918.0,482.0,unprocessed-stage0-checklist,,,but here you also can do async things | how to get services from httpcontext | invalidmodstrespfac with | middleware and filter | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | ordering,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-027,IU-027,8776dd099a,R01,9503.574892283244,2468.289406978791,950.0,300.0,unprocessed-stage0-checklist,,,exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | return viewresult error page | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | example,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-028,IU-028,0b93e82aeb,R01,8099.6272873303005,2580.4367766212745,869.0,388.0,unprocessed-stage0-checklist,,,exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | return viewresult error page | invalidmodstrespfac with | middleware and filter | marking exception as | handled to stop propagation | checking if rout is from api | or controller,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-029,IU-029,53eb0defc9,R01,2068.3937743879164,2611.1339512290615,770.0,395.0,unprocessed-stage0-checklist,,,"DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | !!! | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-030,IU-030,37515c6fd2,R01,6974.816493867582,2756.178503577372,931.0,248.0,unprocessed-stage0-checklist,,,invalidmodstrespfac with | middleware and filter | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | marking exception as | handled to stop propagation | but here you also can do async things,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-031,IU-031,1baacc6393,R01,12987.33022902581,2760.6408307744023,980.0,482.0,unprocessed-stage0-checklist,,,checking if rout is from api | or controller | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | result after exec vs | resource after action | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | example,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-032,IU-032,a51d520ebd,R01,9539.908224912386,2900.1412818104327,904.0,199.0,unprocessed-stage0-checklist,,,exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | return viewresult error page | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | invalidmodstrespfac with | middleware and filter,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-033,IU-033,9e40cc45b2,R01,8109.552058521223,2991.3546639910637,889.0,482.0,unprocessed-stage0-checklist,,,return viewresult error page | exception middleware can | invalidmodstrespfac with | middleware and filter | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | marking exception as | handled to stop propagation,Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-034,IU-034,0398a91080,R01,4880.4309981341885,3098.129033674728,977.0,348.0,unprocessed-stage0-checklist,,,"but here you also can do async things | invalidmodstrespfac with | middleware and filter | how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-035,IU-035,bafba5ab17,R01,2034.1077707008617,3226.2805566909756,816.0,249.0,unprocessed-stage0-checklist,,,"CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!! | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | but here you also can do async things",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-036,IU-036,0ea40d1fba,R01,2974.9327263120294,3286.400119491709,826.0,68.0,unprocessed-stage0-checklist,,,"how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | !!!",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-037,IU-037,e725d0e5ac,R01,4871.9309981341885,3448.4624382157435,954.0,338.0,unprocessed-stage0-checklist,,,"but here you also can do async things | invalidmodstrespfac with | middleware and filter | how to get services from httpcontext | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-038,IU-038,e432736380,R01,8121.68273437891,3484.2515823938393,944.0,146.0,unprocessed-stage0-checklist,,,"return viewresult error page | invalidmodstrespfac with | middleware and filter | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-039,IU-039,454e14f8a4,R01,12973.858904415569,3541.5760882608483,1005.0,435.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | so when we are in mvc land and return object result or derived from object | result, we do | result after exec vs | resource after action",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-040,IU-040,005397b039,R01,2019.8659956914325,3616.8850859826507,821.0,482.0,unprocessed-stage0-checklist,,,"CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | how to get services from httpcontext | but here you also can do async things",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-041,IU-041,e82dd2c54f,R01,2861.4977989441522,3703.4567140296576,755.0,249.0,unprocessed-stage0-checklist,,,"mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!!",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-042,IU-042,24af66f2c6,R01,3675.3773718665757,3722.2817093067215,554.0,245.0,unprocessed-stage0-checklist,,,"but here you also can do async things | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | !!!",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-043,IU-043,39d0e8629a,R01,4937.4309981341885,3805.2956901688685,943.0,219.0,unprocessed-stage0-checklist,,,"but here you also can do async things | invalidmodstrespfac with | middleware and filter | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | how to get services from httpcontext | return viewresult error page | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-044,IU-044,f932b0a7ba,R01,13024.439251034899,4042.1101379880565,1034.0,462.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class | why we cant use exc filters | to catch exceptions from auth filters | return viewresult error page",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-045,IU-045,2ce773c913,R01,6606.953483739893,4054.8284253141974,857.0,482.0,unprocessed-stage0-checklist,,,"invalidmodstrespfac with | middleware and filter | return viewresult error page | but here you also can do async things | exception middleware can | so when we are in mvc land and return object result or derived from object | result, we do | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-046,IU-046,4b1f2a9692,R01,11285.400860183978,4096.127620356302,887.0,482.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | return viewresult error page | why we cant use exc filters | to catch exceptions from auth filters | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-047,IU-047,efd7112032,R01,8060.34355440941,4128.887597037666,688.0,430.0,unprocessed-stage0-checklist,,,"return viewresult error page | invalidmodstrespfac with | middleware and filter | exception middleware can | so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-048,IU-048,04e252974a,R01,2025.8211177686417,4193.905354525248,561.0,97.0,unprocessed-stage0-checklist,,,"CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | IFILTERFACTORY | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER | but here you also can do async things",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-049,IU-049,0f65c52980,R01,9350.479056776361,4194.507354408017,960.0,482.0,unprocessed-stage0-checklist,,,"return viewresult error page | checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | invalidmodstrespfac with | middleware and filter | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-050,IU-050,cdd528cade,R01,2014.4833955245867,4328.466285919045,890.0,482.0,unprocessed-stage0-checklist,,,"IFILTERFACTORY | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | but here you also can do async things | !!! | DI FOR GLOBAL AND TYPEFILTER WITH SERVICEFILTER",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-051,IU-051,97b077bd1f,R01,13046.161553894422,4509.090614693494,862.0,482.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | return viewresult error page | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-052,IU-052,18fb715965,R01,8043.46281066317,4557.966957272985,1023.0,262.0,unprocessed-stage0-checklist,,,"return viewresult error page | invalidmodstrespfac with | middleware and filter | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | checking if rout is from api | or controller | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-053,IU-053,302cd40723,R01,6631.776458825367,4570.114259732603,935.0,471.0,unprocessed-stage0-checklist,,,"invalidmodstrespfac with | middleware and filter | return viewresult error page | so when we are in mvc land and return object result or derived from object | result, we do | but here you also can do async things | exception middleware can | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-054,IU-054,48d79ef650,R01,11291.44885686024,4572.098603347442,907.0,403.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | return viewresult error page | why we cant use exc filters | to catch exceptions from auth filters | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-055,IU-055,6249abba08,R01,9372.503231898001,4686.705602523531,978.0,437.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | checking if rout is from api | or controller | exception middleware can | invalidmodstrespfac with | middleware and filter | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-056,IU-056,1c9260cc02,R01,8080.843879301563,4859.82410013013,933.0,424.0,unprocessed-stage0-checklist,,,"return viewresult error page | so when we are in mvc land and return object result or derived from object | result, we do | invalidmodstrespfac with | middleware and filter | checking if rout is from api | or controller | exception middleware can | filter instead of | statuscodepages?",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-057,IU-057,c6dd57137f,R01,11302.396040034238,4966.975826847463,907.0,423.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | return viewresult error page | exception middleware can | why we cant use exc filters | to catch exceptions from auth filters | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-058,IU-058,1d9c78a992,R01,13065.727619301055,5004.090614693494,830.0,482.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | return viewresult error page | why we cant use exc filters | to catch exceptions from auth filters | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-059,IU-059,70f1738705,R01,6675.869096629185,5031.280926399268,912.0,322.0,unprocessed-stage0-checklist,,,"invalidmodstrespfac with | middleware and filter | return viewresult error page | so when we are in mvc land and return object result or derived from object | result, we do | but here you also can do async things | filter instead of | statuscodepages? | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-060,IU-060,23a3435ea4,R01,13244.679358583515,5034.315741944267,926.0,482.0,unprocessed-stage0-checklist,,,"checking if rout is from api | or controller | so when we are in mvc land and return object result or derived from object | result, we do | exception middleware can | return viewresult error page | why we cant use exc filters | to catch exceptions from auth filters | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | | public class",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-061,IU-061,db1a768581,R01,2047.90831424493,5035.215505257025,706.0,454.0,unprocessed-stage0-checklist,,,"IFILTERFACTORY | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | but here you also can do async things | !!! | how to get services from httpcontext",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-062,IU-062,d9b163de3d,R01,8177.581916410938,5268.25267155871,673.0,430.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | invalidmodstrespfac with | middleware and filter | filter instead of | statuscodepages? | checking if rout is from api | or controller | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-063,IU-063,5252cdeb09,R01,11353.785098465229,5368.36466148287,862.0,214.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | return viewresult error page | exception middleware can | filter instead of | statuscodepages? | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-064,IU-064,ce26e77c4f,R01,6686.739512210783,5385.762453091978,991.0,256.0,unprocessed-stage0-checklist,,,"invalidmodstrespfac with | middleware and filter | return viewresult error page | so when we are in mvc land and return object result or derived from object | result, we do | filter instead of | statuscodepages? | but here you also can do async things | exception middleware can",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-065,IU-065,29591d9d12,R01,2043.8461090223245,5496.2581715923025,788.0,454.0,unprocessed-stage0-checklist,,,"IFILTERFACTORY | mb better to use | more excplicit ismthFilter or iasyncSmthFilter | and base Attribute cla | CAN ALSO USE FILTER ATTRIBUTES | CANT USE DI IN CTOR, NEED TO GET FROM CONTEXT | IT IS A D | but here you also can do async things | can pass shit to attr with filt fact | !!!",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-066,IU-066,b3077b81f1,R01,13063.889195685922,5514.580299752088,890.0,168.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | exception middleware can | return viewresult error page | filter instead of | statuscodepages? | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-067,IU-067,750b88ae42,R01,13244.346808419683,5530.416390370136,938.0,259.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | exception middleware can | return viewresult error page | filter instead of | statuscodepages? | why we cant use exc filters | to catch exceptions from auth filters",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-068,IU-068,41a9ad79f8,R01,11351.284996739969,5612.0869006593075,867.0,391.0,unprocessed-stage0-checklist,,,"so when we are in mvc land and return object result or derived from object | result, we do | checking if rout is from api | or controller | return viewresult error page | filter instead of | statuscodepages? | exception middleware can | invalidmodstrespfac with | middleware and filter",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
S-069,IU-069,41db895885,R01,6759.758121151755,5679.447525249096,922.0,359.0,unprocessed-stage0-checklist,,,"invalidmodstrespfac with | middleware and filter | so when we are in mvc land and return object result or derived from object | result, we do | return viewresult error page | filter instead of | statuscodepages? | but here you also can do async things | IFILTERFACTORY",Stage0 inventory only; transcript pass must visually/semantically re-check ownership.
