item_type,item_id,secondary_id,sha256,region_id,status,restored,assignment_count,evidence
image_use,S-047,IU-047,8b2371238b4885d6c08553c09308ac9c361b7a2f1736b59892bdb04c83fac778,R05,processed-semantic-transcript,True,1,s-maxage overrides shared-cache freshness while browser max-age remains separate.
image_use,S-048,IU-048,451953bc49391fdc86100b85342687364f4c7fdc2d1feab9d9e74110dd60aee4,R06,processed-semantic-transcript,True,1,Response Caching Middleware stores HTTP responses and follows HTTP request and response caching semantics.
image_use,S-049,IU-049,0c75657486e6ae9d4766bfd94b8ab8851bfa82e2b82110420d1cf0478b9677f8,R06,processed-semantic-transcript,True,1,Multi-layer caching is not inherently wrong; each layer follows its own policy and key.
image_use,S-050,IU-050,d068065efed3ac082e52efe5e9602dd7381ae8722f6fe790d65302e46e2333df,R05,processed-semantic-transcript,True,1,Vary: Accept prevents a cache from returning the wrong media type or API version.
image_use,S-051,IU-051,2d4613f7e7ff6d83137ec8969db89428c8f6350cd3f44cac4358e4ed69e26874,R01,processed-semantic-transcript,True,1,Repeated placement of the browser-generated max-age=0 explanation.
image_use,S-052,IU-052,3dad1795a21c46a8efa92cecb7d4997aa563d6113625e42978a56c1fef3378ff,R06,processed-semantic-transcript,True,1,Output Cache uses server policies and does not need client cache directives to decide reuse.
image_use,S-053,IU-053,bcfa70c2fefa4fe60560f54d19cca176df0984471aa620ec8dfab21ca7ebac71,R05,processed-semantic-transcript,True,1,immutable for long-lived fingerprinted assets that do not change at the same URL.
image_use,S-054,IU-054,3ff029798b1994bde861ec9e70dd995b50e0a8980a359bd1ece1e7bf1b36791e,R02,processed-semantic-transcript,True,1,"No caching directives: browsers may use heuristics, but APIs should not rely on them."
image_use,S-055,IU-055,1e3be6231f9181b61ab800912e91e1fc760c01b2ceddb9e3250b75d42396501f,R02,processed-semantic-transcript,True,1,"Without immutable, a long-lived fresh response may still be revalidated on reload or by policy."
image_use,S-056,IU-056,5c219de05772a121d9250bba2029429076ddebb5a4d2738f10f3667e07ad3516,R06,processed-semantic-transcript,True,1,Response Caching Middleware is appropriate for standards-based public HTTP caching.
image_use,S-057,IU-057,806aa25eed43c7d71f38068fd9094b9e9e906e434b9e81dde35db0d4c512e016,R03,processed-semantic-transcript,True,1,"After freshness expires, validators drive conditional requests; no-cache requires validation every reuse."
image_use,S-058,IU-058,24e4b96b65e168b738e19eb262a1b4f436765b23c42963bd5b872d5946e343fe,R06,processed-semantic-transcript,True,1,Response Caching Middleware is less suitable when the server must override client cache directives.
image_use,S-059,IU-059,63b6b05364556d7faa173bb4c6e852dd098abf4cd0fb445c03e4d0676660ecd4,R05,processed-semantic-transcript,True,1,immutable mainly affects validation during the fresh period and remains dependent on freshness.
image_use,S-060,IU-060,1bda5d5bdccdf816f1872849984815214db3274091f77080e19da1041cec2868,R04,processed-semantic-transcript,True,1,Other directives include no-transform and immutable.
image_use,S-061,IU-061,5ee255e2f1b1386c8f5b514fb4186a4089450e7b3825522ebb14499eb3650b3a,R01,processed-semantic-transcript,True,1,Full request-directive list and only-if-cached example.
image_use,S-062,IU-062,3b7d60634349fcef88329fd4250acba8b07f48922334814563bd4f2d9937cc4e,R04,processed-semantic-transcript,True,1,"Recipe for public catalog data using public, max-age, and s-maxage."
image_use,S-063,IU-063,91f36a631a346bb75738b923981284b94fd8e7ecac8d6bda7180bef0d3e3886d,R04,processed-semantic-transcript,True,1,Recipe for user-specific data using private and a short max-age.
image_use,S-064,IU-064,1f43fabe688a3747623d5e3d724e1a005b7d477296923b3ecf5849f3d058a6dd,R04,processed-semantic-transcript,True,1,Recipe for sensitive endpoints using no-store.
image_use,S-065,IU-065,384053fa4cc1a82ac8e9038235805be5682e3c7199f0be3dcaf872030d10c3c8,R03,processed-semantic-transcript,True,1,Recipe for always validating with no-cache and ETag.
image_use,S-066,IU-066,7923ea1d10c6c421f32627ca01790a627aef6cbb2927ab779b10f3bfdd538ca6,R03,processed-semantic-transcript,True,1,Recipe for prohibiting stale delivery with max-age and must-revalidate.
image_use,S-067,IU-067,4d27c907e0663104fbbeadee9081cbe45d785e62b77ca2b9e0f3caaf8bc64a1f,R05,processed-semantic-transcript,True,1,CDN resilience recipe using stale-while-revalidate and stale-if-error.
image_use,S-068,IU-068,bb9d593022fe6e5e3fd1d975e0767c4bcbf576a56d1d41b26bbc80e026eac95a,R07,processed-semantic-transcript,True,1,"Final checklist for safety, scope, freshness, validators, shared-cache lifetime, and cache-key correctness."
svg_text_node,T-001,,778a93f8f1e8bf2623aba3ba0b812f86063457015565d4b6a0d6670aa17354b5,R01,processed-semantic-transcript,True,1,REQUEST CACHE CONTROL
svg_text_node,T-002,,c032d87b14925f326903c890af27ecce48a1a8a8d1a5cede07ec2eeb7f020676,R05,processed-semantic-transcript,True,1,directives
svg_text_node,T-003,,337b7e27ddaeb5cf03a903c7e0d292d6c1563b5135a430ca1d5ec820fae20494,R03,processed-semantic-transcript,True,1,SOME CACHE CONTROL - ETAG FLOWS
svg_text_node,T-004,,ad3693c522e820cc2122d624cd3fad562e657c38ed2ca877fb34adc899fcd9c6,R07,processed-semantic-transcript,True,1,some useful flows for clarification
svg_text_node,T-005,,c59e214610cf26fbbee79868f7364651b7e81d7c885f84e644311c5a2d992ee5,R04,processed-semantic-transcript,True,1,PUBLIC/PRIVATE CACHES
svg_text_node,T-006,,ee9d40fc38677147adf01415364c19f0a02db7b6720c0780d02ea69383cf7a8f,R02,processed-semantic-transcript,True,1,NO CACHE CONTROL
svg_text_node,T-007,,5952dc827606d67977d49c6e45749b595edc19dba758127971699a7ab1fd265c,R03,processed-semantic-transcript,True,1,etag + no cache
svg_text_node,T-008,,1fac2989c234f657f6e55496e51686bd1c534290fdebba40a1ca9f9cfac22631,R03,processed-semantic-transcript,True,1,BUT WITH ETAG/LASTMOD
svg_text_node,T-009,,f10080bdb71e852310196a177c1caab07e8d036eae1968e040c54a48503d3ffa,R03,processed-semantic-transcript,True,1,for just etag revalidation
svg_text_node,T-010,,8dd2062be9e87f1da423898d69ff7af3f10bfc042037b9ce1e79962910825619,R02,processed-semantic-transcript,True,1,how does the browser dicides when
svg_text_node,T-011,,adaafc99d5667267c4b5be1c54803d3b003f294c18e370ca335e4c2d0716736b,R06,processed-semantic-transcript,True,1,output cache can be
svg_text_node,T-012,,2fadebf22c9a5fd8f182595f6d24a4dbb124fd998f0fb55307249db9609aebe6,R02,processed-semantic-transcript,True,1,it needs to revalidate/cache lifetime
svg_text_node,T-013,,d132460a0ce02335f854741566ae8c05a5dc22cee6d7f659e75397359d45d0a3,R06,processed-semantic-transcript,True,1,output cache
svg_text_node,T-014,,4dbc2ab3f7c9d548779686f0359b367e392056a3d8b28191838378e953b5f309,R02,processed-semantic-transcript,True,1,when we havent setage or no cache (gandon)
svg_text_node,T-015,,dfa5d0442212be5c03c2a96f6a546539d2461f86f3093ec22cbf4bd6c27cbcdd,R07,processed-semantic-transcript,True,1,GUIDANCE
svg_text_node,T-016,,51b2966c4f9950faf72f8e8f73063326e77f0a7a8318f2726493725c09dfb453,R06,processed-semantic-transcript,True,1,"private, but"
svg_text_node,T-017,,de226277503d42191df7f846a8e5f91339e222e7b70b8e0765b30549bc09c373,R01,processed-semantic-transcript,True,1,REQUEST AND RESPONSE CACHE CONTROL
svg_text_node,T-018,,bbf02a4a90e5f0c5591474b7b6c8734ec427aefa387dfeadd0af4331abc282bf,R01,processed-semantic-transcript,True,1,APPLYING TO CACHE ENTRY
svg_text_node,T-019,,abe682eda2e0bc53d6d801020369d477499d33df859fa18fa0c9c93f53b48d72,R01,processed-semantic-transcript,True,1,COMBINATION
svg_text_node,T-020,,5240feb67a764482628e95daa07e8ba80c9db01e69b0f326b42a6dfb71af4848,R01,processed-semantic-transcript,True,1,"OVERRIDING,MERGING"
svg_text_node,T-021,,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R01,processed-semantic-transcript,True,1,!!!
svg_text_node,T-022,,b84be38bd3d80b4c97282cb9e95db5db4a847a333a1d6a48b9c07588a3f5447f,R02,processed-semantic-transcript,True,1,NO ETAG
svg_text_node,T-023,,bf19e3224d443fde4fc13e65b30660155dda505e55769594462461ed11912cef,R02,processed-semantic-transcript,True,1,WITH CACHE CONTROL
svg_text_node,T-024,,b7aecdb2509a8bce0307e9f027582a501db06e51a52e5a53e90173bb0921e635,R04,processed-semantic-transcript,True,1,browser cache
svg_text_node,T-025,,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R04,processed-semantic-transcript,True,1,!!!
svg_text_node,T-026,,0a82d7d707ff55b8b45102c8dc91803dd285d20c1ab026e68791e06e0e14a7fb,R03,processed-semantic-transcript,True,1,ETAG AND CACHE CONTROL
svg_text_node,T-027,,111a0320cfd59e18a658e4cb7c18f522b739f56e6a177bd007758ebd9a34f865,R04,processed-semantic-transcript,True,1,shared proxy/cdn/resp cache middleware
svg_text_node,T-028,,81467a48274949f6411be1325b897746b0cab70abd0868a54dad2831edb23c89,R04,processed-semantic-transcript,True,1,RESPONSE CACHE TYPES
svg_text_node,T-029,,3301f5d63cc291a663dc4d0aa50d8968fe67c2c9e17b5d8c089b30e5649af1dd,R06,processed-semantic-transcript,True,1,MAX AGE 0
svg_text_node,T-030,,6b307747a05248ed22f3f4ee22a4ec932a398d3803728b139981be3103469bde,R06,processed-semantic-transcript,True,1,DUPLICATION
svg_text_node,T-031,,97d9ead639ce509aed143ff0f5d3cf95dab1223a6d7c664ae18767139ba9f0af,R06,processed-semantic-transcript,True,1,LAST WORD IN SERVING FROM CACHE
svg_text_node,T-032,,27e4d6f07c7be85d0eb45f66ab103fe727be2d77cce0015ecc0d9df55e08d5a9,R06,processed-semantic-transcript,True,1,BROWSER/PROXY
svg_text_node,T-033,,18f7c2560b9d7a264e4f0d83e6658ffe94a47aab3799097ff7850f6d4452ddef,R06,processed-semantic-transcript,True,1,IN CASE OF BROWSER/PROXY AND RESPONSE CACHE MIDDLEWARE
svg_text_node,T-034,,8fe9ce3b861734dd5e5281187f52204316a62064639e0072d659ba0da8822634,R06,processed-semantic-transcript,True,1,"SPA,RESPONSE CACHE MIDDLEWARE"
svg_text_node,T-035,,aed06281159285740b66953d2e58b7de50a19e3f0b48872597b1dab182e3b1be,R06,processed-semantic-transcript,True,1,RESPONSE CACHEING MIDDLEWARE
svg_text_node,T-036,,e84c538e7fe250730ef62de220c40dfa808d3008c0cdb437181564b88b8714b8,R06,processed-semantic-transcript,True,1,!!!
svg_text_node,T-037,,c4ab3925f1b22f5c50216da553f36ab13d3ec7be5a5ac6bd4ed74cc87d589488,R06,processed-semantic-transcript,True,1,BROWSER CAN SEND SHIT RANDOMLY
svg_text_node,T-038,,98b080033ec5edcec7b9139748c95543514499b2efd92fa25394e8c56ee5991c,R06,processed-semantic-transcript,True,1,"SO FOR SPA, OUTPUTCACHE BETTER"
svg_text_node,T-039,,148394b6525feaae1bca9dd55841e22c89b1758eb8b4d7b24e80bc6692574448,R06,processed-semantic-transcript,True,1,OUTPUT CACHE
svg_text_node,T-040,,5541d8a5e4f23c525bf878c181aefc0399de50822ac54ec0ce4cd87e9f234360,R06,processed-semantic-transcript,True,1,WHEN RESPONSE CACHING MIDDLEWARE
