text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-032,cant have span in field,10.0,85.57027001953105,R01,closed,01-transcript-R01-span-memory-ownership-and-pipelines.md,06-full-combined-final-transcript.md
T-033,but can have property,10.0,192.79256005859327,R01,closed,01-transcript-R01-span-memory-ownership-and-pipelines.md,06-full-combined-final-transcript.md
T-034,that return new span,10.0,300.01485009765554,R01,closed,01-transcript-R01-span-memory-ownership-and-pipelines.md,06-full-combined-final-transcript.md
T-035,"locals,state machine",8403.842488771954,9988.899122930467,R03,closed,03-transcript-R03-stackalloc-lifetimes-loops-and-async-boundaries.md,06-full-combined-final-transcript.md
T-036,stackalloc for code without crossing await,8403.842488771954,10165.925262732091,R03,closed,03-transcript-R03-stackalloc-lifetimes-loops-and-async-boundaries.md,06-full-combined-final-transcript.md
T-037,pooling for crossing await,8403.842488771954,10342.951402533714,R03,closed,03-transcript-R03-stackalloc-lifetimes-loops-and-async-boundaries.md,06-full-combined-final-transcript.md
T-038,can memory be used with stackalloc/point to something that is stack allocated?,4641.470703125,12574.090726631412,R04,closed,04-transcript-R04-unmanaged-types-pooling-and-size-calculation.md,06-full-combined-final-transcript.md
T-039,memory itself is stack allocated?,4641.470703125,12684.029081123597,R04,closed,04-transcript-R04-unmanaged-types-pooling-and-size-calculation.md,06-full-combined-final-transcript.md
T-040,"why we cant cross await with stackalloc, because of stackalloc or span?",4641.470703125,12793.967435615785,R04,closed,04-transcript-R04-unmanaged-types-pooling-and-size-calculation.md,06-full-combined-final-transcript.md
T-041,memory with stackallocated shit,4824.763803309931,12264.896482400487,R04,closed,04-transcript-R04-unmanaged-types-pooling-and-size-calculation.md,06-full-combined-final-transcript.md
